town_city,main_location,second_location,address,longitude,latitude,Country,Date of first event,numbers,Site of protest for more than one day?,Source of number estimate
Calgary,Bankers Hall,St. Patrick's Island,Bankers Hall Calgary Canada,-114.063014,51.045220,Canada,10/15/2011,400,Yes,http://www.cbc.ca/news/canada/calgary/story/2011/10/16/calgary-occupy-folo.html
Campinas,Catedral Metropolitana de Campinas,,Catedral Metropolitana de Campinas Campinas Brazil,-49.146519,-14.312800,Brazil,10/15/2011,20,Yes,http://www.band.com.br/noticias/cidades/noticia/?id=100000462611
"Canon City, Colorado",,,"Canon City, Colorado usa",-105.238144,38.440645,usa,,,Yes,
"Canton, OHIO",downtown,,"downtown Canton, OHIO United States",-81.376381,40.799721,United States,10/15/2011,none given,Yes,http://www.dispatch.com/content/stories/national_world/2011/10/16/occupy-protests-go-global-for-day.html
Cape Town,Company Gardens,,Cape Town South Africa,18.421961,-33.919060,South Africa,10/16/2011,700,Yes,http://occupycapetown.org/
Carbonale,SIUC Campus,,"SIUC Campus, Carbonale, USA",-107.216197,39.401143,USA,10/15/2011,100,Yes,http://occupycarbondale.org/
Carbondale IL,"Bucky Dome, corner S 51 & Grand","Gaia House, corner S 51 & Grand","Bucky Dome, corner S 51 & Grand Carbondale IL US",-89.215679,37.717290,US,8/10/2011,,Yes,
Carson City,Capital,,Capital  Carson City  USA,-84.847099,43.176985,USA,10/15/2011,75,No,http://www.nevadaappeal.com/ARTICLE/20111016/NEWS/111019791/1058/RSS
"Champaign-Urbana, IL",UIC Campus,,"UIC Campus, Champaign-Urbana, IL, USA",-88.266357,40.116865,USA,10/15/2011,150,Yes,https://www.facebook.com/photo.php?fbid=225265877537163&set=pu.217917408272010&type=1&theater
"Champaign, IL",Downtown Champaign,,"Downtown Champaign Champaign, IL USA",-88.243499,40.114200,USA,10/15/2011,400,No,https://www.facebook.com/OccupyChampaignUrbana
Chapel Hill,Post Office,UNC Campus,Post Office Chapel Hill USA,-79.056701,35.914771,USA,10/15/2011,110,Yes,http://www.newsobserver.com/2011/10/16/1571313/occupy-chapel-hill-demonstrators.html
Charleston,Virginia St.,Haddad/ Riverfront Park,Virginia St. Charleston USA,-89.345024,36.916410,USA,10/15/2011,150,Yes,
"Charleston, Illinois",Eastern Illinois University,,"Eastern Illinois University, Charleston, Illinois, USA",-88.169281,39.484322,United States,10/17/2011,12,Yes,"Self, independent observer"
"Charlotte, NC",600 E. Trade Street,,"600 E. Trade Street Charlotte, NC USA",-80.837942,35.222829,USA,8/10/2011,600,Yes,http://occupycharlotte.org/
"Charlottesville, Virginia",Lee Park,,"Lee Park Charlottesville, Virginia United States",-78.452708,38.058825,United States,10/14/2011,50,Yes,http://www2.dailyprogress.com/news/2011/oct/15/occupy-charlottesville-protest-draws-dozens-ar-1386928/
Charlottetown,Province House,,Province House Charlottetown Canada,-56.139359,52.769732,Canada,10/15/2011,125,Yes,http://www.cbc.ca/news/canada/prince-edward-island/story/2011/10/17/pei-occupy-charlottetown-584.html
Chicago,Grant Park,,Grant Park Chicago USA,-87.620243,41.875780,USA,10/15/2011,2000,Yes,http://www.suntimes.com/8232448-417/police-175-occupy-chicago-protesters-arrested-in-grant-park.html
Chicago,Jackson & LaSalle,Michigan & Congress,Jackson & LaSalle Chicago USA,-87.682827,41.849606,USA,3 wks ago,1500 in march Mon Oct 10,Yes,
Chicago,Art Institute of Chicago,Michigan & Monroe,Art Institute of Chicago Chicago USA,-87.632409,41.884150,USA,Mon Oct 10,15000,No,
Chico California,City Plaza,,City Plaza Chico California United States,-121.841985,39.732010,United States,8/10/2011,200,Yes,
Christchurch,Hagley Park,,"Hagley Park, Christchurch, New Zealand",172.626175,-43.535027,New Zealand,15th October 2011,100,Yes,https://www.facebook.com/occupychristchurch
Christchurch/Otautahi,South Hagley Park,March down Riccarton Road,South Hagley Park Christchurch/Otautahi New Zealand,172.481079,-42.925470,New Zealand,15th October,300,Yes,http://occupychristchurch.org/press/
Cincinnati OH,Piatt Park,,Piatt Park Cincinnati OH USA,-84.516380,39.104561,USA,8/10/2011,1200,Yes,http://www.citybeat.com/cincinnati/article-24194-assembling_a_movement.html
"Cincinnati, OH",Fountain Square,Piatt Park,"Fountain Square Cincinnati, OH USA",-84.510300,39.101101,USA,8/10/2011,500,Yes,http://www.wlwt.com/news/29428234/detail.html
"Cincinnati, Ohio",Lytle Park,Fountain Square,"Lytle Park, Cincinnati, USA",-84.504963,39.167850,,7/10/2011,700+,Yes,
Cleveland,Public Square,Willard Park,Public Square Cleveland USA,-81.695564,41.499690,USA,7/10/2011,150,Yes,http://www.cleveland.com/business/index.ssf/2011/10/occupy_wall_street_protest_comes_to_cleveland.html
"Coeur d'Alene, Idaho",,,"Coeur d'Alene, Idaho USA",-116.776166,47.671866,USA,10/15/2011,,Yes,
Coimbra + Braga,,Azores Islands,Coimbra + Braga Portugal,-8.429134,41.551625,Portugal,October 15th,,No,
Cologne,Chlodwigplatz,,Chlodwigplatz Cologne Germany,6.959560,50.920929,Germany,10/15/2011,1000,,http://www.faz.net/aktuell/wirtschaft/wirtschaftspolitik/occupy-demonstrationen-angst-vor-dem-untergang-11494323.html
Colorado Springs,Acacia Park,,Acacia Park Colorado Springs United States,-104.822456,38.837376,United States,October 1st,200,Yes,http://www.dailykos.com/story/2011/10/15/1026756/-Occupy-Colorado-Springs-joins-United-for-Global-Change-101511
"Columbia, SC","State House, Main St.",,"State House, Main St. Columbia, SC USA",-81.045249,33.998550,USA,10/15/2011,150,Yes,http://occupycolumbiasc.org/
Columbus,Ohio Statehouse,,Ohio Statehouse Columbus US,-83.000489,39.961190,US,10/10/2011,90,Yes,http://www.dispatch.com/content/stories/local/2011/10/10/occupy-columbus-statehouse-demonstration-wall-street.html
Copenhagen,City Hall Square,,City Hall Square Copenhagen Denmark,12.569355,55.676310,Denmark,10/15/2011,3000,,http://ireport.cnn.com/docs/DOC-689261
Cork,South Mall,,"South Mall, Cork, Ireland",-8.820414,52.060411,Ireland,,,Yes,http://corkindependent.com/stories/item/5301/2011-42/Occupy-Cork-here-to-stay
Cork,Bishop Lucy Park,,Bishop Lucy Park Cork Ireland,-8.472774,51.898340,Ireland,10/15/2011,350,Yes,http://www.irishtimes.com/newspaper/breaking/2011/1015/breaking12.html?via=rel
Cork City,Grand Parade,,"Grand Parade, Cork, Ireland",-8.475220,51.897784,Ireland,10/15/2011,30,Yes,http://corkindependent.com/stories/item/5150/2011-41/South-Mall-set-to-be-occupied
Corpus Christi,City Hall,,City Hall Corpus Christi USA,-97.403564,27.796410,USA,October 15th,50,Yes,
Curitiba,Praa Santos Andrade,,Pra?a Santos Andrade Curitiba Brazil,-49.288454,-25.463566,Brazil,10/15/2011,100,,http://www.gazetadopovo.com.br/vidapublica/conteudo.phtml?tl=1&id=1180947
Dallas,Federal Reserve building,,Federal Reserve building Dallas USA,-84.841532,33.925182,USA,10/15/2011,250,Yes,http://occupydallas.org
Dallas,Federal Reserve building,,Federal Reserve building Dallas USA,-84.841532,33.925182,USA,,250,Yes,http://occupydallas.org
Davis,Central Park,,"Central Park, Davis, USA",-121.744511,38.545345,U.S.A.,Oct 7th,50,Yes,http://davis.patch.com/articles/video-occupy-davis-holds-first-meeting-in-central-park
"Dayton, Ohio","Courthouse Square, 1 North Main Street, Dayton, OH 45402",39ÔøΩ45_33_N 84ÔøΩ11_33_W,"Dayton, Ohio, USA",-84.194439,39.759110,United States,,200,Yes,https://www.facebook.com/occupydayton?sk=info
"Dayton, Ohio",Courthouse Square,,"Courthouse Square Dayton, Ohio United States",-84.194439,39.759110,United States,10/10/2011,300,Yes,
Daytona Florida,Tuscawilla Park at the corner of Nova Road and International Speedway Boulevard,,Tuscawilla Park at the corner of Nova Road and International Speedway Boulevard Daytona Florida United States,-81.039404,29.203575,United States,October 15th 2011,200,No,http://minimalistpackrat.com/2011/10/16/occupy-daytona-florida-raise-your-voice/
"Delray Beach, Florida",Atlantic and Swinton,,"Atlantic and Swinton Delray Beach, Florida USA",-80.073099,26.461660,USA,10/15/2011,100,No,http://www.wptv.com/dpp/news/region_s_palm_beach_county/delray_beach/occupy-calls-for-a-day-of-action.--delray-beach-answers
Denver,"Civic Center Park, Colfax Avenue and Broadway",Lincoln Park,"Civic Center Park, Colfax Avenue and Broadway Denver United States",-104.899883,39.754820,United States,9/24/2011,3000,Yes,http://www.9news.com/news/article/224754/339/Thousands-show-up-for-Occupy-Denver-march-
"Denver, Colorado",City and County Park,State Capitol,"City and County Park Denver, Colorado USA",-104.956827,39.744496,USA,October,"3-4,000",Yes,http://blogs.westword.com/latestword/2011/10/occupy_london_adam_jung_occupy_denver.php
"Des Moines, IA",Occupy DSM Camp,Marched to downtown financial district,"Occupy DSM Camp Des Moines, IA USA",-93.615659,41.589790,USA,9/10/2011,350,Yes,http://www.desmoinesregister.com/article/20111016/NEWS09/310160050/Walk-in-Des-Moines-draws-crowd-of-hundreds-to-fight-greed
Detroit,Spirit of Detroit,Grand Circus Park,Spirit of Detroit Detroit USA,-88.173776,34.026946,USA,10/15/2011,1000,Yes,http://detnews.com/article/20111015/METRO/110150352/Occupy-Detroit-protests-against-corporate-greed
Dijon,Liberation Square,,Liberation Square Dijon France,,,France,10/15/2011,100,,http://www.bienpublic.com/grand-dijon/2011/10/16/a-l-occasion-de-la-premiere-journee-mondiale-des-indignes-une-centaine-de-personnes-se-sont
Dortmund,Peace Square,,Peace Square Dortmund Germany,7.458295,51.516615,Germany,10/15/2011,150,,"http://www.dorstenerzeitung.de/lokales/dortmund/150-Demonstranten-protestierten-gegen-die-Banken;art930,1438936"
Dublin,"Merrion Hotel, Upper Merrion Street
Dublin 2",,"Merrion Hotel, Upper Merrion Street
Dublin 2 Dublin Ireland",-6.248274,53.348070,Ireland,10/15/2011,400,,http://www.irishtimes.com/newspaper/breaking/2011/1015/breaking12.html
Dundee,,,Dundee Scotland,-2.967609,56.461375,Scotland,10/15/2011,80,Yes,http://www.thecourier.co.uk/News/Dundee/article/18073/dundee-sees-peaceful-occupy-wall-street-inspired-demonstration.html
Dunedin,Octagon (town centre),,Octagon (town centre) Dunedin New Zealand,169.434280,-45.263805,New Zealand,Saturday 15 October,100,Yes,http://www.odt.co.nz/news/dunedin/182583/protesters-intent-staying-camped-octagon
Dunedin,Octagon,,Octagon Dunedin New Zealand,170.503830,-45.874512,New Zealand,10/15/2011,100,Yes,http://www.odt.co.nz/news/dunedin/182583/protesters-intent-staying-camped-octagon
Durango Colorado USA,Fassbinder Park,,Fassbinder Park Durango Colorado USA United States,-107.877789,37.282290,United States,10/14/2011,100,Yes,http://www.durangoherald.com/article/20111015/NEWS01/710159924/Protesters-occupy-city-park
Durban,,,Durban S Africa,31.035110,-29.855721,S Africa,,,Yes,
Durham,The Bull,,The Bull Durham UK,-1.574608,54.777533,UK,,,Yes,http://occupydurham.org/
Durham,Durham People's Plaza,,Durham People's Plaza Durham USA,-121.800894,39.645990,USA,10/15/2011,100,Yes,https://www.facebook.com/occupydurham
"durham, NC",downtown,,"downtown durham, NC USA",-78.903816,35.995991,USA,2/10/2011,,No,http://abclocal.go.com/wtvd/story?section=news/local&id=8376012
"Durham, NC",downtown,,"downtown Durham, NC USA",-78.903816,35.995991,USA,2/10/2011,,Yes,http://www.heraldsun.com/view/full_story/16078336/article-City-orders-tents-removed-at-Occupy-Durham-protest?instance=homefirstleft
Dusseldorf,Graf-Adolf-Platz,,Graf-Adolf-Platz Dusseldorf Germany,6.778805,51.218935,Germany,10/15/2011,2400,,http://www.gulli.com/news/17349-occupywallstreet-auch-in-duesseldorf-2011-10-16
East London,,,East London S Africa,27.904030,-33.015419,S Africa,,,Yes,
East London,,,East London S Africa,27.904030,-33.015419,S Africa,,,Yes,
Edinburgh,George Square,,George Square Edinburgh UK,-3.190225,55.943378,UK,10/16/2011,200,Yes,http://occupyedinburgh.org/about/where/
Edinburgh,St Andrews Square,,St Andrews Square Edinburgh United Kingdom,-3.193969,55.953695,United Kingdom,10/15/2011,400,Yes,http://local.stv.tv/edinburgh/news/25956-occupy-edinburgh-protesters-remain-in-high-spirits-despite-poor-weather/
Edmonton,Winston Churchill Square,,Winston Churchill Square Edmonton Canada,-113.489844,53.543415,Canada,10/15/2011,1000,Yes,http://www.edmontonjournal.com/touch/story.html?id=5556717
"Elkhart, Indiana",,,"Elkhart, Indiana United States",-85.975674,41.686765,United States,12/10/2011,,Yes,http://www.abc57.com/home/top-stories/Elkhart-joins-in-on-Occupy-protests-131504848.html
Erfurt,Willy-Brandt-Platz,Anger,Willy-Brandt-Platz Erfurt Germany,11.038366,50.973777,Germany,15.10.2011,80,No,http://www.thueringer-allgemeine.de/web/zgt/suche/detail/-/specific/80-Menschen-demonstrieren-friedlich-in-Erfurt-1441340137
Eugene,8th and Park,,8th and Park Eugene USA,-123.091949,44.052130,USA,10/15/2011,2000,Yes,http://www.registerguard.com/web/newslocalnews/27032018-41/eugene-occupy-saturday-street-protest.html.csp
Eugene Oregon,Downtown Park Blocks,Park Block - occupy location,Downtown Park Blocks Eugene Oregon US,-123.091183,44.050760,US,10/15/2011,2000,Yes,http://www.registerguard.com/web/newslocalnews/27032018-41/eugene-occupy-saturday-street-protest.html.csp
"Eugene, Oregon","Park Blocks in downtown Eugene, where the Saturday Market is on 8th and Oak",,"Eugene, Oregon USA",-123.088544,44.049920,USA,Ocober 17 2011,,Yes,http://occupyeugenemedia.org/
Eureka,Humboldt County Courthouse,,"Humboldt County Courthouse, Eureka, USA",-124.159554,40.803255,United States,,,Yes,http://www.times-standard.com/ci_19079851?IADID
Fairbanks,Cushman Street,,Cushman Street Fairbanks United States,-147.721339,64.843555,United States,10/15/2011,125,No,http://newsminer.com/view/full_story/16063090/article-Occupy-movement-reaches-Fairbanks?
"Fairbanks, Alaska",City Hall,Bicentennial Park,"City Hall Fairbanks, Alaska USA",-147.722059,64.845085,USA,10/15/2011,100+,No,http://www.newsminer.com/view/full_story/16063090/article-Occupy-movement-reaches-Fairbanks?instance=home_most_popular1
"Falmouth, Massachusetts",Falmouth Village Green,,"Falmouth Village Green, Falmouth, Massachusetts, USA",-70.618111,41.553352,USA,8/10/2011,37,Yes,http://www.iocapecod.com/lifestyle/occupy_wall_street_comes_to_main_street
Fargo,2nd and Broadway,Civic Arena courtyard,2nd and Broadway Fargo United States,-96.787659,46.877940,United States,October 15th,150-200,Yes,http://www.inforum.com/event/article/id/337353/group/homepage/
"Fargo-Moorhead, ND",Downtown,,"Fargo-Moorhead, USA",-96.757919,46.875317,United states,10/15/2011,150,Yes,http://www.inforum.com/event/article/id/337353/
Fayetteville,Dickson St.,,Dickson St. Fayetteville U.S.A,-84.442159,33.539855,U.S.A,10/15/2011,250,No,https://www.facebook.com/groups/154661181295554/
Flint,Bank of America downtown,,Bank of America downtown Flint USA,-83.686029,43.010750,USA,Oct. 14th,350-400,Yes,http://www.occupyflint.org/
"fort myers, FL",,,"fort myers, FL usa",-81.868194,26.640845,usa,,,Yes,https://www.facebook.com/OccupyFortMyers
Fort Wayne,Headwaters Park West,,Headwaters Park West Fort Wayne USA,-85.064835,41.180448,USA,10/15/2011,300,Yes,http://www.news-sentinel.com/apps/pbcs.dll/article?AID=/20111015/NEWS/111019638
Frankfurt,"European Central Bank, Kaiserstrasse 29
60311 Frankfurt am Main",,"European Central Bank, Kaiserstrasse 29
60311 Frankfurt am Main Frankfurt Germany",8.683415,50.112080,Germany,10/15/2011,8000,,http://www.faz.net/aktuell/wirtschaft/wirtschaftspolitik/occupy-demonstrationen-angst-vor-dem-untergang-11494323.html
Frederictn,City Hall,,City Hall Frederictn Canada,-66.639124,45.960640,Canada,10/15/2011,300,Yes,http://dailygleaner.canadaeast.com/cityregion/article/1448427
"Ft. Lauderdale, Florida",Bubier Park,,"Bubier Park Ft. Lauderdale, Florida USA",-80.142849,26.118794,USA,10/15/2011,300-500,Yes,http://occupyfortlauderdale.org/
"Gainesville, Florida",Bo Diddley Community Plaza,,"Bo Diddley Community Plaza  Gainesville, Florida USA",-82.323184,29.651950,USA,11/10/2011,100,Yes,http://www.gainesville.com/article/20111012/ARTICLES/111019803?p=1&tc=pg
Galway,Eyre Squatre,,Eyre Squatre Galway Ireland,-9.048349,53.273885,Ireland,10/15/2011,50-100,Yes,http://www.galwaynews.ie/22157-international-%E2%80%98occupy%E2%80%99-protest-movement-spreads-galway
Geneva,"UN Headquarters, Place des Nations",,"UN Headquarters, Place des Nations Geneva Switzerland",6.139790,46.222851,Switzerland,10/15/2011,300,,http://www.elmostrador.cl/noticias/pais/2011/10/15/unos-300-indignados-protestan-frente-a-la-sede-de-la-onu-en-ginebra/?utm_source=rss&utm_medium=feed&utm_campaign=RSS
Glasgow,George Square,,George Square Glasgow UK,-4.250180,55.861198,UK,10/15/2011,150,Yes,http://www.occupyglasgow.org/
Gothenburg,Nordstan,Järntorget,Nordstan Gothenburg Sweden,11.968090,57.707611,Sweden,15th October,,Yes,https://www.facebook.com/pages/Real-Democracy-Now-G%C3%B6teborg/187529074651098
Grahamstown,,,Grahamstown S Africa,26.532209,-33.311539,S Africa,,,Yes,
"grand forks-east grand forks, ND",,,"grand forks-east grand forks, ND usa",-97.032034,47.924085,usa,,,Yes,
Grand Junction,Old County Courthouse,Main Street,Old County Courthouse Grand Junction United States of America,-108.564454,39.068790,United States of America,10/15/2011,150,Yes,http://www.gjsentinel.com/breaking/articles/more-than-100-show-for-occupy-grand-junction
Grand Rapids,Memorial Park - Fulton and Division - downtown,,Memorial Park - Fulton and Division - downtown Grand Rapids United States,-85.657940,42.956345,United States,,100-500?,Yes,http://www.facebook.com/OccupyGrandRapids
"Green Bay, Wisconsin",Green Bay Courthouse,,"Green Bay Courthouse Green Bay, Wisconsin United States",-88.010159,44.512795,United States,October 16th,40,Yes,http://www.greenbaypressgazette.com/article/20111016/GPG0101/110160633/Occupy-Green-Bay-protest-goes-into-2nd-day
Grenoble,,,Grenoble France,5.732015,45.194005,France,10/15/2011,500,,http://www.lexpress.fr/actualites/2/actualite/les-indignes-francais-ne-mobilisent-pas-les-foules_1041024.html
Gudalajara,Parque de revolution,Casa de Jalisco,Parque de revolution Gudalajara Mexico,-103.351059,20.687570,Mexico,10/15/2011,600,No,http://www.facebook.com/photo.php?fbid=253677151345409&set=a.233482280031563.56878.230655640314227&type=1&theater
Halifax,Grand Parade Square,,Grand Parade Square Halifax Canada,-63.573919,44.646160,Canada,10/15/2011,300,Yes,http://www.cbc.ca/news/canada/nova-scotia/story/2011/10/15/ns-occupy-halifax-fredericton.html
Hamburg,Hamburger Rathausplatz,Gerhart-Hauptmann-Platz,Hamburger Rathausplatz Hamburg Germany,10.039890,53.570816,Germany,10/15/2011,5000,Yes,http://www.welt.de/newsticker/dpa_nt/regioline_nt/hamburgschleswigholstein_nt/article13662727/Tausende-Finanzmarkt-Kritiker-demonstrieren-in-Hamburg.html
"Harrisburg, PA",State Capital steps,,"State Capital steps Harrisburg, PA USA",-76.882230,40.259865,USA,10/15/2011,200,Yes,https://www.facebook.com/OccupyHarrisburg
Helsingborg,R√•dhuset,Sundstorget,R√•dhuset Helsingborg Sweden,12.695870,56.043925,Sweden,10/15/2011,100,Yes,
Helsinki,Narinkkatori,,Narinkkatori Helsinki Finland,24.934930,60.169945,Finland,10/15/2011,150,,http://omakaupunki.hs.fi/paakaupunkiseutu/uutiset/helsingissa_kokoontui_150_henkea_wall/
Hong Kong,Exchange Square,,Exchange Square Hong Kong Hong Kong,114.188858,22.244700,Hong Kong,10/15/2011,100,,http://www.businessweek.com/news/2011-10-16/occupy-central-hong-kong-protesters-enter-their-second-day.html
Honolulu,Waikiki,,Waikiki Honolulu USA,-157.826035,21.279280,USA,10/15/2011,200,Yes,
Houston,Tranquility Park,Hermann Square Plaza,Tranquility Park Houston USA,-95.368752,29.761689,USA,9/17/2011,200,Yes,http://www.facebook.com/l.php?u=http%3A%2F%2Fwww.occupyhouston.org%2F&h=JAQBn59rl
Houston,Tranquility Park,Hermann Square Plaza,Tranquility Park Houston USA,-95.368752,29.761689,USA,9/17/2011,200,Yes,http://www.facebook.com/l.php?u=http%3A%2F%2Fwww.occupyhouston.org%2F&h=JAQBn59rl
Houston TX,Lower Tranquility Park,,Lower Tranquility Park Houston TX USA,-95.369784,29.760450,USA,7/10/2011,300,Yes,http://houston.culturemap.com/newsdetail/10-06-11-inside-the-occupy-houston-march-lots-of-characters-even-more-police-and-real-angry-passion/
"Iowa City, Iowa",College Green Park,,"College Green Park Iowa City, Iowa United States",-91.526516,41.659489,United States,7/10/2011,180,Yes,http://www.dailyiowan.com/2011/10/17/Metro/25456.html
"Irvine, CA",Irvine Civic Center,,"Irvine Civic Center Irvine, CA USA",-117.797739,33.692885,USA,10/15/2011,600,Yes,http://www.ocregister.com/news/corporate-322199-orange-occupy.html
"Ithaca, NY",Bankers alley,,"Bankers alley Ithaca, NY USA",-76.483951,42.445677,USA,5/10/2011,300,No,I was there
Jacksonville,Hemming Plaza,,Hemming Plaza Jacksonville USA,-81.525391,30.349304,USA,8/10/2011,300,Yes,
Johannesburg,Stock exchange,,sandton Johannesburg South Africa,28.043221,-26.099730,South Africa,10/15/2011,50,,http://www.news24.com/World/News/Indignant-protests-take-root-in-SA-20111015
johnson city,etsu campus,state of franklin street,etsu campus johnson city  usa,-101.748814,37.577410,usa,"oct.15, 20011",130,Yes,
"Kalamazoo, MI",Downtown,,"Downtown Kalamazoo, MI USA",-85.601114,42.292435,USA,12/10/2011,500,Yes,http://www.wndu.com/michigan/headlines/Wall_Street-type_protests_held_in_West_Michigan_131673678.html
"Kamloops, BC",,,"Kamloops, BC Canada",-120.337889,50.676125,Canada,10/15/2011,60,Yes,http://cfjctv.com/story.php?id=5018
"Kansas City, Mo",Next to Federal reserve building,Troost Park,"Next to Federal reserve building Kansas City, Mo USA",-94.652439,39.086470,USA,3/10/2011,500,Yes,
"Kearney, NE",University of Nebraska,,"University of Nebraska Kearney, NE USA",-99.118790,40.700802,USA,10/16/2011,,No,http://kearneyhub.com/news/local/article_d90189be-f5be-11e0-9c03-001cc4c03286.html
Kelowna,Kerry Park,,Kerry Park Kelowna Canada,-119.548721,49.854586,Canada,10/15/2011,140,No,http://www.globaltvbc.com/update+protesters+come+out+for+occupy+kelowna/6442501991/story.html
Klagenfurt,Neuer Platz,,Neuer Platz Klagenfurt Austria,14.308005,46.623670,Austria,10/15/2011,50,No,http://www.flickr.com/photos/georgholzer/sets/72157627773970043
Knoxville,Market Square Park,Kruch Park,Market Square Park Knoxville United States,-83.919709,35.965285,United States,7/10/2011,500,Yes,http://www.facebook.com/pages/Occupy-Wall-Street-Knoxville/218196918241973
Kuala Lumpur,Merdaka Square,,Merdaka Square Kuala Lumpur Malaysia,101.713078,3.154615,Malaysia,10/15/2011,100,,http://malaysiakini.com/news/178797
"Lake Worth, Florida",Bryant Park,,"Bryant Park Lake Worth, Florida USA",-80.049088,26.613271,USA,8/10/2011,250,Yes,http://www.palmbeachpost.com/news/occupy-wall-street-movement-stages-first-rally-in-1902879.html
"Lancaster, PA",Prince St. & Chestnut St. (Art Park),,"Prince St. & Chestnut St. (Art Park) Lancaster, PA USA",-76.299904,40.039949,USA,10/15/2011,300,Yes,http://lancasteronline.com/article/local/480559_Occupy-Lancaster-gathering-draws-a-diverse-group.html
"Lansing, Michigan",State Capitol,,"State Capitol Lansing, Michigan USA",-84.552249,42.731940,USA,,300,Yes,http://www.easternecho.com/index.php/article/2011/10/occupy_lansing_crowd_of_300_takes_stand_in_state_capitol
Las Cruces,Wells Fargo on Telshor/Lohman,Bank of America on Telshor/foothills,Wells Fargo on Telshor/Lohman Las Cruces USA,-106.777849,32.306900,USA,10/15/2011,60,No,http://www.nmpolitics.net/index/2011/10/photos-from-occupy-las-cruces/
Las Palmas,Tenor Stagno Square,,Tenor Stagno Square Las Palmas Spain,-15.461110,28.102796,Spain,10/15/2011,4500,,http://www.laprovincia.es/las-palmas/2011/10/16/5000-grancanarios-protestan-abusos-trabajo-precario/408361.html
Las Vegas,Fremont Street,,Fremont Street Las Vegas US,-115.144624,36.170955,US,10/15/2011,1000,,http://www.ktnv.com/news/local/131937183.html
Lexington,"Chase Bank, 210 E. Main Street",,"Chase Bank, 210 E. Main Street Lexington USA",-87.371172,34.968399,USA,"Sept. 31, 2011",100,Yes,http://www.kentucky.com/2011/10/04/1907574/occupy-wall-street-movement-comes.html#storylink=misearch
Lima,Plaza San Martin,,Plaza San Martin Lima Peru,-77.048912,-12.104215,Peru,10/15/2011,500,,http://www.abc.com.py/nota/indignados-en-latinoamerica-piden-ser-escuchados/
"Lincoln, NE",State Capitol,,"State Capitol Lincoln, NE United States",-96.691829,40.805255,United States,10/15/2011,500+,Yes,http://journalstar.com/news/local/article_14862b0e-ef99-56dd-bb64-915744f8f82f.html
Lisbon,Parliament,Marques de Pombal Square,Parliament Lisbon Portugal,-9.150210,38.725735,Portugal,10/15/2011,100 000,Yes,http://sol.sapo.pt/inicio/Sociedade/Interior.aspx?content_id=31116
"Little Rock, Arkansas",Riverfront,State Capitol Building,"Riverfront Little Rock, Arkansas United States of America",-92.308019,34.771505,United States of America,10/15/2011,500,No,http://twitter.com/#!/ALLCAPSComix
Liverpool,Barclays Bank,,Barclays Bank Liverpool UK,-2.967049,53.382395,UK,10/15/2011,200,No,http://www.liverpoolecho.co.uk/liverpool-news/local-news/2011/10/17/occupy-liverpool-protestors-descend-on-city-bank-100252-29606105/
Ljubljana,Congress Square,Stock Exchange,Congress Square Ljubljana Slovenia,14.503063,46.051248,Slovenia,10/15/2011,3000-4000,Yes,http://pirancafe.com/tag/occupyljubljana/
Lloydminster,By city hall,,By city hall Lloydminster Canada,-110.007809,53.278005,Canada,10/15/2011,10/15/2011,Yes,http://www.facebook.com/event.php?eid=118713481569153
"Lompoc, CA",H and Ocean,,"H and Ocean Lompoc, CA USA",-120.457879,34.638980,USA,10/15/2011,30,No,http://www.lompocrecord.com/occupy-lompoc/image_b29bc0e9-8759-5cb8-bc1b-4862c3de595b.html
London,St Paul's Cathedral,,St Paul's Cathedral London UK,-0.098330,51.513599,UK,10/15/2011,5000,,http://www.band.com.br/noticias/cidades/noticia/?id=100000462611
Los Angeles,Los Angeles City Hall,,Los Angeles City Hall Los Angeles USA,-118.245319,34.053490,USA,10/15/2011,5000,,http://www.contracostatimes.com/california/ci_19121267
"Louisville, Kentucky",Parade through town,Jefferson Square,"Parade through town Louisville, Kentucky United States",-85.766404,38.254860,United States,4/10/2011,200,Yes,http://www.whas11.com/news/Hundreds-Occupy-Louisville-in-attention-grabbing-march-down-Bardstown-Road-131930943.html
Lyon,Place Bellecour,,Place Bellecour Lyon France,4.830820,45.758835,France,10/15/2011,1000,,http://www.lexpress.fr/actualites/2/actualite/les-indignes-francais-ne-mobilisent-pas-les-foules_1041024.html
"Madison, Wisconsin",State Capitol,State Street,"State Capitol Madison, Wisconsin USA",-89.406939,43.068715,USA,"Friday, October 7 2011",200 10/7 - 500 10/15,Yes,http://www.dailycardinal.com/news/occupy-madison-brings-national-protest-to-city-1.2639533#.TpyC6Jsr1tM
Madrid,Puerta del Sol,,Puerta del Sol Madrid Spain,-3.662119,40.425394,Spain,5/15/2011,500000,Yes,Reuters
Managua,Place des Victoires,,Place des Victoires Managua Nicaragua,-86.253891,12.128840,Nicaragua,10/15/2011,60,,http://www.abc.com.py/nota/indignados-en-latinoamerica-piden-ser-escuchados/
Manchester,St Peters Square,,St Peters Square Manchester UK,-2.243509,53.477625,UK,02.10.11,50,Yes,http://menmedia.co.uk/manchestereveningnews/news/s/1461721_occupy-manchester-protesters-are-in-the-peace-garden-for-long-haul
